省份,年份,行政区划代码,总人口,城镇人口,乡村人口,0-14岁,15-64岁,65岁及以上,平均家庭规模,户数,城镇化率,乡村人口占比,0-14岁占比,15-64岁占比,65岁及以上占比
云南,2021,530000.0,4690.0,2394.0,2296.0,902.54,3258.68,528.78,3.09,15669.0,0.5104477611940299,0.48955223880597015,0.19243923240938166,0.6948144989339019,0.11274626865671641
云南,2022,530000.0,4693.0,2427.0,2266.0,879.82,3265.62,547.56,3.15,15007.0,0.5171532069038994,0.48284679309610057,0.18747496271041977,0.6958491370125719,0.1166759002770083
云南,2023,530000.0,4673.0,2473.0,2200.0,855.77,3258.8,558.42,3.15,15412.0,0.5292103573721378,0.47078964262786216,0.18313075112347527,0.6973678579071261,0.11949925101647763
云南,2024,530000.0,4655.0,2518.82,2136.0,830.98,3262.23,561.79,2.74,17350.0,0.5410998925886145,0.4588614393125671,0.17851342642320087,0.7008012889366273,0.12068528464017185
内蒙古,2000,150000.0,2372.0,1055.93,1316.07,425.16,1796.5,150.33,3.06,7786.0,0.44516441821247893,0.554835581787521,0.17924114671163577,0.7573777403035413,0.06337689713322092
内蒙古,2001,150000.0,2381.0,1084.38,1296.62,419.44,1809.78,151.78,3.1,7651.0,0.4554304913901722,0.5445695086098278,0.1761612767744645,0.760092398152037,0.06374632507349853
内蒙古,2002,150000.0,2384.0,1112.84,1271.16,464.65,1749.24,170.11,3.14,7516.0,0.4667953020134228,0.5332046979865772,0.19490352348993287,0.7337416107382551,0.07135486577181209
内蒙古,2003,150000.0,2386.0,1141.3,1244.7,435.17,1768.57,182.27,3.18,7381.0,0.47833193629505444,0.5216680637049456,0.18238474434199498,0.7412279966471081,0.07639145012573345
内蒙古,2004,150000.0,2393.0,1169.75,1223.25,409.55,1804.64,178.82,3.13,7393.0,0.48882156289176765,0.5111784371082323,0.1711450062682825,0.7541328875888007,0.07472628499791056
内蒙古,2005,150000.0,2403.0,1134.0,1269.0,400.66,1818.85,183.49,3.07,7371.0,0.47191011235955055,0.5280898876404494,0.16673325010403664,0.7569080316271327,0.07635871826883063
内蒙古,2006,150000.0,2415.0,1175.0,1240.0,391.77,1835.07,188.16,3.01,7349.0,0.4865424430641822,0.5134575569358178,0.16222360248447204,0.759863354037267,0.07791304347826086
内蒙古,2007,150000.0,2429.0,1218.0,1211.0,381.09,1849.54,198.36,2.96,7441.0,0.5014409221902018,0.49855907780979825,0.1568917249897077,0.7614409221902018,0.08166323589954715
内蒙古,2008,150000.0,2444.0,1264.0,1180.0,364.22,1881.59,198.19,2.97,7344.0,0.5171849427168577,0.4828150572831424,0.14902618657937808,0.769881342062193,0.0810924713584288
内蒙古,2009,150000.0,2458.0,1313.0,1146.0,349.75,1900.38,207.86,2.91,7386.0,0.5341741253051261,0.4662327095199349,0.14229048006509357,0.7731407648494711,0.0845646867371847
内蒙古,2010,150000.0,2472.0,1372.0,1100.0,343.79,1939.18,189.03,2.82,7489.0,0.5550161812297735,0.4449838187702265,0.13907362459546926,0.784457928802589,0.07646844660194174
内蒙古,2011,150000.0,2470.0,1409.0,1061.0,337.83,1961.97,170.2,2.73,7591.0,0.5704453441295546,0.42955465587044533,0.13677327935222672,0.7943198380566802,0.06890688259109311
内蒙古,2012,150000.0,2464.0,1439.0,1025.0,341.34,1928.62,194.04,2.78,7389.0,0.5840097402597403,0.4159902597402597,0.13853084415584416,0.7827191558441557,0.07875
内蒙古,2013,150000.0,2455.0,1469.0,986.0,337.17,1907.98,209.85,2.74,7521.0,0.5983706720977596,0.4016293279022403,0.13734012219959268,0.7771812627291242,0.0854786150712831
内蒙古,2014,150000.0,2449.0,1493.0,956.0,332.07,1888.4,228.53,2.68,7726.0,0.6096365863617803,0.3903634136382197,0.1355941200489996,0.771090240914659,0.09331563903634137
内蒙古,2015,150000.0,2440.0,1515.0,925.0,321.92,1888.86,229.22,2.71,7690.0,0.6209016393442623,0.3790983606557377,0.1319344262295082,0.7741229508196721,0.09394262295081968
内蒙古,2016,150000.0,2436.0,1544.0,892.0,311.76,1894.33,229.91,2.73,7654.0,0.6338259441707718,0.36617405582922824,0.12798029556650245,0.7776395730706075,0.09438013136288999
内蒙古,2017,150000.0,2433.0,1572.0,861.0,329.55,1839.73,263.72,2.67,7775.0,0.6461159062885327,0.35388409371146734,0.13545006165228113,0.756157007809289,0.10839293053842994
内蒙古,2018,150000.0,2422.0,1587.0,835.0,321.55,1861.93,238.52,2.62,7908.0,0.6552436003303055,0.34475639966969446,0.13276218001651527,0.7687572254335261,0.09848059454995872
内蒙古,2019,150000.0,2415.0,1605.0,810.0,314.61,1854.14,246.25,2.58,7510.0,0.6645962732919255,0.33540372670807456,0.13027329192546586,0.76775983436853,0.10196687370600414
内蒙古,2020,150000.0,2403.0,1622.0,781.0,322.02,1791.76,289.21,2.54,8756.0,0.6749895963379109,0.32501040366208905,0.1340074906367041,0.7456346233874324,0.12035372451102787
内蒙古,2021,150000.0,2400.0,1637.0,763.0,329.44,1738.39,332.17,2.49,10002.0,0.6820833333333334,0.3179166666666667,0.13726666666666668,0.7243291666666667,0.13840416666666666
内蒙古,2022,150000.0,2401.0,1647.0,754.0,319.11,1729.2,352.69,2.45,9945.0,0.6859641815910037,0.31403581840899625,0.13290712203248647,0.7201999167013744,0.1468929612661391
内蒙古,2023,150000.0,2396.0,1667.0,729.0,308.56,1717.15,370.29,2.48,9985.0,0.6957429048414023,0.30425709515859767,0.1287813021702838,0.7166736227045075,0.15454507512520868
内蒙古,2024,150000.0,2388.0,1689.03,699.0,298.39,1706.59,383.02,2.36,10200.0,0.7072989949748744,0.292713567839196,0.1249539363484087,0.7146524288107202,0.16039363484087102
北京,2000,110000.0,1364.0,1114.75,249.25,130.37,1095.62,138.02,3.13,3635.0,0.8172653958944281,0.18273460410557185,0.0955791788856305,0.803240469208211,0.10118768328445749
北京,2001,110000.0,1385.0,1134.95,250.05,136.21,1108.19,140.6,3.0,4013.0,0.8194584837545127,0.18054151624548737,0.09834657039711192,0.8001371841155235,0.10151624548736461
北京,2002,110000.0,1423.0,1171.49,251.51,162.7,1106.94,153.36,2.87,4391.0,0.8232536893886157,0.1767463106113844,0.11433591004919184,0.7778917779339424,0.10777231201686578
北京,2003,110000.0,1456.0,1203.22,252.78,153.78,1139.14,163.09,2.74,4769.0,0.8263873626373627,0.17361263736263735,0.10561813186813186,0.7823763736263737,0.11201236263736264
北京,2004,110000.0,1493.0,1238.8,254.2,148.64,1178.29,166.08,2.79,4750.0,0.8297387809778968,0.17026121902210314,0.09955793703951774,0.7892096450100469,0.11123911587407904
北京,2005,110000.0,1538.0,1286.0,252.0,154.18,1210.9,172.92,2.72,5030.0,0.8361508452535761,0.16384915474642392,0.10024707412223667,0.7873211963589077,0.11243172951885565
北京,2006,110000.0,1601.0,1350.0,251.0,159.72,1261.51,179.77,2.64,5309.0,0.8432229856339788,0.15677701436602123,0.09976264834478452,0.787951280449719,0.11228607120549657
北京,2007,110000.0,1676.0,1416.0,260.0,161.34,1343.77,170.89,2.65,5388.0,0.8448687350835322,0.15513126491646778,0.09626491646778043,0.8017720763723151,0.10196300715990453
北京,2008,110000.0,1771.0,1504.0,267.0,171.91,1416.9,182.19,2.58,5659.0,0.8492377188029362,0.1507622811970638,0.09706945228684359,0.8000564652738567,0.10287408243929982
北京,2009,110000.0,1860.0,1581.0,279.0,184.45,1487.78,187.77,2.53,5897.0,0.85,0.15,0.09916666666666667,0.7998817204301075,0.10095161290322581
北京,2010,110000.0,1962.0,1686.0,275.0,180.83,1598.04,183.13,2.48,6288.0,0.8593272171253823,0.1401630988786952,0.09216615698267075,0.8144954128440367,0.09333843017329256
北京,2011,110000.0,2024.0,1745.0,279.0,177.2,1668.3,178.5,2.42,6678.0,0.8621541501976284,0.13784584980237155,0.0875494071146245,0.8242588932806324,0.08819169960474309
北京,2012,110000.0,2078.0,1793.0,285.0,194.84,1704.45,178.71,2.53,6368.0,0.8628488931665063,0.13715110683349374,0.09376323387872955,0.8202358036573628,0.08600096246390761
北京,2013,110000.0,2125.0,1836.0,289.0,210.86,1731.77,182.37,2.61,6166.0,0.864,0.136,0.09922823529411766,0.8149505882352941,0.08582117647058823
北京,2014,110000.0,2171.0,1878.0,293.0,220.57,1764.82,185.6,2.49,6827.0,0.8650391524643022,0.13496084753569784,0.10159834177798249,0.8129064947029019,0.08549055734684477
北京,2015,110000.0,2188.0,1897.0,291.0,229.7,1736.65,221.65,2.56,6810.0,0.8670018281535649,0.1329981718464351,0.104981718464351,0.7937157221206582,0.10130255941499086
北京,2016,110000.0,2195.0,1904.0,291.0,238.83,1698.47,257.7,2.62,6793.0,0.8674259681093394,0.13257403189066058,0.10880637813211845,0.7737904328018224,0.11740318906605922
北京,2017,110000.0,2194.0,1907.0,287.0,239.36,1680.34,274.3,2.62,6631.0,0.8691886964448496,0.13081130355515042,0.10909753874202371,0.7658796718322698,0.12502278942570647
北京,2018,110000.0,2192.0,1909.0,283.0,229.46,1715.87,246.67,2.58,6769.0,0.8708941605839416,0.12910583941605838,0.10468065693430657,0.782787408759124,0.11253193430656934
北京,2019,110000.0,2190.0,1913.0,277.0,228.25,1710.9,250.85,2.56,6408.0,0.8735159817351598,0.12648401826484018,0.10422374429223745,0.7812328767123288,0.11454337899543379
北京,2020,110000.0,2189.0,1916.0,273.0,246.64,1661.15,281.21,2.5,7862.0,0.8752855185015989,0.1247144814984011,0.11267245317496573,0.75886249428963,0.12846505253540427
北京,2021,110000.0,2189.0,1916.0,273.0,265.02,1612.41,311.57,2.43,9315.0,0.8752855185015989,0.1247144814984011,0.12106898126998629,0.7365966194609411,0.14233439926907263
北京,2022,110000.0,2184.0,1913.0,271.0,263.49,1590.33,330.17,2.44,9019.0,0.8759157509157509,0.12408424908424909,0.1206456043956044,0.7281730769230769,0.15117673992673994
北京,2023,110000.0,2186.0,1920.0,266.0,262.51,1576.84,346.65,2.46,9158.0,0.8783165599268069,0.12168344007319305,0.12008691674290942,0.7213357731015553,0.15857731015553522
北京,2024,110000.0,2183.0,1925.84,257.0,261.14,1562.1,359.75,2.21,10013.0,0.8821988089784699,0.11772789738891434,0.1196243701328447,0.7155748969308291,0.1647961520842877
吉林,2000,220000.0,2682.0,1420.38,1261.62,417.0,2092.5,172.5,3.33,8011.0,0.5295973154362417,0.47040268456375833,0.15548098434004473,0.7802013422818792,0.06431767337807606
吉林,2001,220000.0,2691.0,1424.83,1266.17,409.85,2106.11,175.04,3.31,8045.0,0.5294797473058342,0.47052025269416575,0.15230397621701972,0.7826495726495727,0.06504645113340765
吉林,2002,220000.0,2699.0,1429.29,1269.71,439.23,2079.28,180.49,3.29,8079.0,0.5295628010374213,0.47043719896257874,0.16273805113004816,0.770389032975176,0.06687291589477584
吉林,2003,220000.0,2704.0,1433.74,1270.26,412.13,2101.26,190.61,3.27,8113.0,0.5302292899408284,0.4697707100591716,0.15241494082840237,0.7770931952662723,0.07049186390532546
吉林,2004,220000.0,2709.0,1438.19,1270.81,376.33,2130.71,201.97,3.24,8076.0,0.5308933185677371,0.4691066814322628,0.13891842008121078,0.7865300849021779,0.07455518641565154
吉林,2005,220000.0,2716.0,1426.0,1290.0,366.81,2135.8,213.39,3.15,8140.0,0.5250368188512519,0.47496318114874814,0.13505522827687777,0.7863770250368189,0.07856774668630338
吉林,2006,220000.0,2723.0,1442.0,1281.0,357.28,2140.9,224.81,3.06,8204.0,0.5295629820051414,0.4704370179948586,0.1312082262210797,0.7862284245317664,0.08255967682702901
吉林,2007,220000.0,2730.0,1451.0,1279.0,357.87,2131.66,240.47,3.04,8218.0,0.5315018315018315,0.4684981684981685,0.1310879120879121,0.7808278388278388,0.08808424908424908
吉林,2008,220000.0,2734.0,1455.0,1279.0,334.41,2150.08,249.51,3.03,8170.0,0.5321872713972202,0.46781272860277984,0.12231528895391369,0.7864228237015362,0.09126188734455011
吉林,2009,220000.0,2740.0,1461.0,1279.0,333.43,2163.06,243.52,3.08,7895.0,0.5332116788321168,0.4667883211678832,0.12168978102189781,0.7894379562043795,0.08887591240875913
吉林,2010,220000.0,2747.0,1465.0,1281.0,340.08,2166.61,240.31,3.0,7977.0,0.5333090644339279,0.4663269020749909,0.1238005096468875,0.7887186021113943,0.08748088824171824
吉林,2011,220000.0,2725.0,1455.0,1270.0,346.73,2141.16,237.11,2.91,8059.0,0.5339449541284403,0.46605504587155966,0.12724036697247706,0.7857467889908256,0.08701284403669725
吉林,2012,220000.0,2698.0,1471.0,1227.0,330.36,2158.85,208.8,2.88,7955.0,0.5452186805040771,0.45478131949592293,0.12244625648628614,0.800166790214974,0.07739065974796146
吉林,2013,220000.0,2668.0,1487.0,1181.0,313.61,2096.71,257.68,2.77,8206.0,0.5573463268365817,0.4426536731634183,0.11754497751124439,0.7858733133433283,0.09658170914542728
吉林,2014,220000.0,2642.0,1501.0,1141.0,322.78,2050.53,268.69,2.72,8325.0,0.5681302043906131,0.4318697956093868,0.12217259651778954,0.7761279333838003,0.1016994700984103
吉林,2015,220000.0,2613.0,1506.0,1107.0,323.77,2015.58,273.64,2.79,8182.0,0.5763490241102182,0.42365097588978184,0.12390738614619211,0.7713662456946039,0.10472254114045158
吉林,2016,220000.0,2567.0,1508.0,1059.0,324.77,1963.63,278.6,2.85,8038.0,0.5874561745227892,0.41254382547721075,0.1265173354109856,0.7649513050253214,0.10853135956369303
吉林,2017,220000.0,2526.0,1508.0,1018.0,314.28,1903.68,308.04,2.66,8444.0,0.5969912905779889,0.40300870942201106,0.12441805225653206,0.7536342042755345,0.1219477434679335
吉林,2018,220000.0,2484.0,1512.0,972.0,305.27,1871.41,307.31,2.66,8334.0,0.6086956521739131,0.391304347826087,0.12289452495974235,0.7533856682769726,0.1237157809983897
吉林,2019,220000.0,2448.0,1509.0,939.0,288.08,1834.61,325.31,2.6,8033.0,0.616421568627451,0.38357843137254904,0.11767973856209149,0.7494321895424836,0.13288807189542484
吉林,2020,220000.0,2399.0,1503.0,896.0,276.92,1760.94,361.15,2.51,9142.0,0.6265110462692789,0.3734889537307211,0.115431429762401,0.7340308461859109,0.15054189245518965
吉林,2021,220000.0,2375.0,1505.0,870.0,265.76,1712.26,396.98,2.41,10251.0,0.6336842105263157,0.3663157894736842,0.11189894736842104,0.7209515789473684,0.16714947368421054
吉林,2022,220000.0,2348.0,1496.0,852.0,253.01,1678.12,416.87,2.38,10003.0,0.637137989778535,0.3628620102214651,0.10775553662691652,0.714701873935264,0.17754258943781942
吉林,2023,220000.0,2339.0,1514.0,825.0,241.03,1661.68,436.29,2.45,9964.0,0.6472851646002565,0.35271483539974346,0.10304831124412142,0.7104232578024797,0.1865284309533989
吉林,2024,220000.0,2317.0,1524.12,793.0,230.1,1637.11,449.8,2.23,10616.0,0.6577988778593008,0.3422529132498921,0.0993094518774277,0.7065645230902028,0.19413034095813553
四川,2000,510000.0,8329.0,1971.94,6357.06,1645.5,5924.72,758.78,3.14,27007.0,0.2367559130747989,0.7632440869252012,0.1975627326209629,0.7113362948733342,0.09110097250570297
四川,2001,510000.0,8143.0,2105.22,6037.78,1626.43,5752.82,763.74,3.2,26613.0,0.25853125383765196,0.741468746162348,0.19973351344713253,0.7064742723811862,0.09379098612305048
四川,2002,510000.0,8110.0,2238.5,5871.5,1704.72,5706.54,698.73,3.26,26219.0,0.2760172626387176,0.7239827373612824,0.21019975339087546,0.7036424167694204,0.08615659679408139
四川,2003,510000.0,8176.0,2371.78,5804.22,1637.34,5829.28,709.39,3.32,25825.0,0.29009050880626225,0.7099094911937378,0.20026174168297456,0.7129745596868884,0.0867649217221135
四川,2004,510000.0,8090.0,2505.06,5584.94,1587.72,5793.68,708.6,3.34,25380.0,0.3096489493201483,0.6903510506798516,0.19625710754017306,0.7161532756489494,0.08758961681087762
四川,2005,510000.0,8212.0,2710.0,5502.0,1606.28,5789.85,815.87,3.16,25469.0,0.330004870920604,0.669995129079396,0.19560155869459328,0.705047491475889,0.09935094982951778
四川,2006,510000.0,8169.0,2802.0,5367.0,1624.83,5621.03,923.14,2.97,25558.0,0.34300403966213733,0.6569959603378627,0.19890194638266617,0.6880927898151549,0.11300526380217897
四川,2007,510000.0,8127.0,2893.0,5234.0,1555.37,5678.85,892.78,3.03,24827.0,0.355973914113449,0.644026085886551,0.19138304417374183,0.6987633813215209,0.10985357450473729
四川,2008,510000.0,8138.0,3044.0,5094.0,1412.3,5794.03,931.67,3.03,24279.0,0.37404767756205454,0.6259523224379454,0.17354386827230278,0.7119722290489063,0.11448390267879086
四川,2009,510000.0,8185.0,3168.0,5017.0,1408.61,5778.21,998.18,3.01,24042.0,0.3870494807574832,0.6129505192425168,0.1720965180207697,0.705951130116066,0.12195235186316432
四川,2010,510000.0,8045.0,3232.0,4812.0,1357.44,5703.24,984.32,2.92,23748.0,0.4017402113113735,0.5981354878806713,0.16873088875077688,0.7089173399627098,0.12235177128651337
四川,2011,510000.0,8064.0,3375.0,4689.0,1306.27,5787.27,970.47,2.83,23453.0,0.4185267857142857,0.5814732142857143,0.16198784722222223,0.7176674107142857,0.12034598214285715
四川,2012,510000.0,8085.0,3505.0,4580.0,1312.23,5817.61,955.16,2.85,22925.0,0.43351886209029067,0.5664811379097093,0.16230426716141003,0.7195559678416821,0.11813976499690786
四川,2013,510000.0,8109.0,3646.0,4463.0,1342.09,5732.32,1034.59,2.76,24136.0,0.44962387470711557,0.5503761252928845,0.165506227648292,0.706908373412258,0.12758539893944998
四川,2014,510000.0,8139.0,3785.0,4354.0,1319.73,5680.67,1138.6,2.69,24765.0,0.46504484580415284,0.5349551541958472,0.16214891264283082,0.6979567514436663,0.13989433591350287
四川,2015,510000.0,8196.0,3956.0,4240.0,1318.33,5743.32,1134.35,2.86,23847.0,0.4826744753538311,0.5173255246461689,0.1608504148365056,0.7007467057101024,0.13840287945339189
四川,2016,510000.0,8251.0,4126.0,4126.0,1316.93,5803.97,1130.1,3.02,22929.0,0.5000605987153073,0.5000605987153073,0.15960853229911526,0.7034262513634711,0.13696521633741363
四川,2017,510000.0,8289.0,4292.0,3997.0,1312.05,5822.3,1154.65,2.95,23096.0,0.5177946676318012,0.4822053323681988,0.1582880926529135,0.7024128362890578,0.13929907105802872
四川,2018,510000.0,8321.0,4452.0,3869.0,1361.8,5712.01,1247.19,2.91,23359.0,0.535031847133758,0.46496815286624205,0.16365821415695228,0.6864571565917559,0.14988462925129192
四川,2019,510000.0,8351.0,4623.0,3728.0,1370.75,5665.94,1314.32,2.75,23555.0,0.5535863968387019,0.446413603161298,0.16414201891988983,0.678474434199497,0.15738474434199495
四川,2020,510000.0,8371.0,4749.0,3622.0,1339.83,5638.03,1393.14,2.74,27588.0,0.5673157328873492,0.43268426711265084,0.1600561462190897,0.6735192927965595,0.16642456098435074
四川,2021,510000.0,8372.0,4841.0,3531.0,1308.91,5591.12,1471.97,2.73,31621.0,0.5782369804108934,0.42176301958910656,0.15634376493072147,0.6678356426182513,0.17582059245102724
四川,2022,510000.0,8374.0,4886.0,3488.0,1260.12,5596.11,1517.77,2.72,30809.0,0.5834726534511584,0.41652734654884166,0.15048005732027703,0.6682720324814903,0.1812479101982326
四川,2023,510000.0,8368.0,4978.0,3390.0,1213.24,5609.79,1544.97,2.77,31420.0,0.594885277246654,0.4051147227533461,0.14498565965583174,0.6703859942638624,0.18462834608030593
四川,2024,510000.0,8364.0,5026.76,3337.0,1168.75,5652.65,1542.6,2.51,33735.0,0.6009995217599235,0.3989717838354854,0.13973577235772358,0.6758309421329507,0.18443328550932567
天津,2000,120000.0,1001.0,798.7,202.3,124.2,779.66,97.14,3.05,3273.0,0.797902097902098,0.2020979020979021,0.12407592407592408,0.7788811188811189,0.09704295704295704
天津,2001,120000.0,1004.0,818.21,185.79,126.1,779.47,98.43,3.06,3258.0,0.8149501992031873,0.18504980079681274,0.12559760956175298,0.7763645418326693,0.0980378486055777
天津,2002,120000.0,1007.0,837.72,169.28,146.59,752.24,108.17,3.07,3243.0,0.8318967229394241,0.16810327706057596,0.145571002979146,0.7470109235352532,0.1074180734856008
天津,2003,120000.0,1011.0,857.23,153.77,141.15,759.37,110.48,3.08,3228.0,0.8479030662710189,0.15209693372898123,0.13961424332344213,0.7511078140454995,0.10927794263105836
天津,2004,120000.0,1024.0,876.75,147.25,134.26,779.23,110.5,3.1,3181.0,0.856201171875,0.143798828125,0.13111328125,0.760966796875,0.10791015625
天津,2005,120000.0,1043.0,783.0,259.0,132.06,798.97,111.97,3.03,3223.0,0.75071907957814,0.2483221476510067,0.12661553211888782,0.7660306807286673,0.10735378715244487
天津,2006,120000.0,1075.0,814.0,261.0,129.86,831.7,113.44,2.96,3264.0,0.7572093023255814,0.2427906976744186,0.12080000000000002,0.7736744186046512,0.10552558139534883
天津,2007,120000.0,1115.0,851.0,264.0,126.53,867.46,121.01,3.0,3253.0,0.7632286995515695,0.2367713004484305,0.1134798206278027,0.7779910313901346,0.10852914798206278
天津,2008,120000.0,1176.0,908.0,268.0,126.39,905.2,144.41,3.02,3347.0,0.7721088435374149,0.22789115646258504,0.10747448979591837,0.7697278911564627,0.12279761904761904
天津,2009,120000.0,1228.0,958.0,270.0,123.59,968.87,135.55,2.96,3449.0,0.7801302931596091,0.21986970684039087,0.10064332247557004,0.7889820846905538,0.1103827361563518
天津,2010,120000.0,1299.0,1034.0,266.0,133.2,1032.52,133.28,2.85,3771.0,0.7959969207082371,0.20477290223248654,0.10254041570438799,0.7948575827559661,0.10260200153964588
天津,2011,120000.0,1341.0,1079.0,262.0,142.82,1067.17,131.01,2.73,4093.0,0.8046234153616704,0.1953765846383296,0.10650260999254288,0.7958016405667413,0.09769574944071588
天津,2012,120000.0,1378.0,1124.0,254.0,161.63,1072.27,144.1,2.76,4227.0,0.8156748911465893,0.18432510885341075,0.11729317851959362,0.7781349782293179,0.10457184325108854
天津,2013,120000.0,1410.0,1160.0,250.0,157.71,1090.75,161.54,2.67,4515.0,0.8226950354609929,0.1773049645390071,0.11185106382978724,0.773581560283688,0.11456737588652481
天津,2014,120000.0,1429.0,1180.0,249.0,154.1,1108.02,166.88,2.62,4705.0,0.8257522743177047,0.17424772568229532,0.10783764870538838,0.7753813855843247,0.11678096571028691
天津,2015,120000.0,1439.0,1193.0,246.0,155.64,1117.94,165.42,2.7,4601.0,0.8290479499652537,0.17095205003474634,0.10815844336344684,0.7768867268936762,0.11495482974287699
天津,2016,120000.0,1443.0,1202.0,241.0,157.18,1121.85,163.96,2.77,4497.0,0.832986832986833,0.167013167013167,0.10892584892584893,0.7774428274428273,0.11362439362439362
天津,2017,120000.0,1410.0,1178.0,232.0,159.23,1091.67,159.1,2.74,4479.0,0.8354609929078014,0.16453900709219857,0.11292907801418439,0.7742340425531915,0.1128368794326241
天津,2018,120000.0,1383.0,1161.0,222.0,142.04,1089.96,151.0,2.7,4529.0,0.8394793926247288,0.16052060737527116,0.10270426608821402,0.7881127982646421,0.10918293564714389
天津,2019,120000.0,1385.0,1168.0,217.0,142.33,1075.34,167.32,2.65,4317.0,0.8433212996389892,0.15667870036101084,0.10276534296028882,0.7764187725631768,0.1208086642599278
天津,2020,120000.0,1387.0,1175.0,212.0,162.24,1031.79,192.96,2.55,5059.0,0.8471521268925739,0.1528478731074261,0.11697188175919251,0.7439005046863735,0.1391204037490988
天津,2021,120000.0,1373.0,1165.0,208.0,182.15,972.24,218.6,2.44,5801.0,0.8485069191551348,0.15149308084486526,0.13266569555717408,0.7081136198106337,0.15921340131099782
天津,2022,120000.0,1363.0,1160.0,203.0,176.64,954.56,231.8,2.44,5650.0,0.851063829787234,0.14893617021276595,0.12959647835656637,0.7003374908290535,0.17006603081438004
天津,2023,120000.0,1364.0,1166.0,198.0,170.95,948.78,244.27,2.51,5668.0,0.8548387096774194,0.14516129032258066,0.12532991202346042,0.6955865102639296,0.17908357771260996
天津,2024,120000.0,1364.0,1173.18,191.0,165.4,945.35,253.25,2.36,6017.0,0.8601026392961877,0.14002932551319647,0.12126099706744868,0.6930718475073314,0.18566715542521994
宁夏,2000,640000.0,554.0,169.3,384.7,128.17,390.23,35.6,3.38,6348.0,0.3055956678700361,0.6944043321299639,0.23135379061371839,0.7043862815884477,0.06425992779783393
宁夏,2001,640000.0,563.0,183.76,379.24,129.39,397.77,35.84,3.44,5998.0,0.3263943161634103,0.6736056838365897,0.2298223801065719,0.7065186500888099,0.06365896980461812
宁夏,2002,640000.0,572.0,198.22,373.78,141.79,395.22,34.99,3.5,5648.0,0.3465384615384615,0.6534615384615384,0.24788461538461537,0.690944055944056,0.06117132867132868
宁夏,2003,640000.0,580.0,212.68,367.32,143.38,405.11,31.5,3.56,5298.0,0.3666896551724138,0.6333103448275862,0.24720689655172412,0.6984655172413793,0.054310344827586204
宁夏,2004,640000.0,588.0,227.14,360.86,129.78,421.41,36.81,3.49,5414.0,0.38629251700680267,0.6137074829931973,0.22071428571428572,0.7166836734693878,0.06260204081632653
宁夏,2005,640000.0,596.0,252.0,344.0,132.88,424.63,38.48,3.55,5297.0,0.4228187919463087,0.5771812080536913,0.22295302013422819,0.7124664429530201,0.06456375838926173
宁夏,2006,640000.0,604.0,260.0,344.0,135.99,427.85,40.16,3.61,5180.0,0.4304635761589404,0.5695364238410596,0.22514900662251658,0.7083609271523179,0.06649006622516555
宁夏,2007,640000.0,610.0,269.0,342.0,130.81,437.65,41.54,3.54,5332.0,0.44098360655737706,0.5606557377049181,0.21444262295081967,0.7174590163934426,0.0680983606557377
宁夏,2008,640000.0,618.0,278.0,340.0,129.36,444.22,44.42,3.53,5387.0,0.44983818770226536,0.5501618122977346,0.20932038834951458,0.7188025889967637,0.07187702265372169
宁夏,2009,640000.0,625.0,288.0,337.0,132.52,450.85,41.63,3.49,5436.0,0.4608,0.5392,0.21203200000000003,0.72136,0.066608
宁夏,2010,640000.0,633.0,303.0,330.0,130.89,459.89,42.22,3.35,5669.0,0.4786729857819905,0.5213270142180095,0.20677725118483412,0.72652448657188,0.06669826224328594
宁夏,2011,640000.0,648.0,325.0,323.0,129.25,475.93,42.82,3.2,5901.0,0.5015432098765432,0.4984567901234568,0.19945987654320987,0.7344598765432099,0.06608024691358025
宁夏,2012,640000.0,659.0,337.0,322.0,135.05,479.16,44.78,3.16,5900.0,0.511380880121396,0.48861911987860396,0.20493171471927163,0.7271016691957511,0.06795144157814871
宁夏,2013,640000.0,666.0,352.0,314.0,138.74,484.85,42.41,3.3,5634.0,0.5285285285285285,0.47147147147147145,0.20831831831831832,0.728003003003003,0.06367867867867867
宁夏,2014,640000.0,678.0,372.0,306.0,143.26,488.16,46.57,3.2,5924.0,0.5486725663716814,0.45132743362831856,0.21129793510324482,0.7200000000000001,0.06868731563421829
宁夏,2015,640000.0,684.0,390.0,294.0,149.89,485.69,48.42,3.27,5985.0,0.5701754385964912,0.4298245614035088,0.21913742690058477,0.7100730994152047,0.07078947368421053
宁夏,2016,640000.0,695.0,408.0,287.0,156.51,488.22,50.27,3.33,6046.0,0.5870503597122302,0.41294964028776976,0.22519424460431653,0.702474820143885,0.07233093525179857
宁夏,2017,640000.0,705.0,430.0,275.0,161.3,492.34,51.36,3.17,6383.0,0.6099290780141844,0.3900709219858156,0.22879432624113477,0.6983546099290779,0.07285106382978723
宁夏,2018,640000.0,710.0,441.0,269.0,160.64,498.54,50.82,3.1,6560.0,0.6211267605633802,0.3788732394366197,0.22625352112676053,0.702169014084507,0.07157746478873239
宁夏,2019,640000.0,717.0,456.0,261.0,173.09,486.07,57.84,3.31,5932.0,0.6359832635983264,0.36401673640167365,0.2414086471408647,0.6779218967921896,0.08066945606694562
宁夏,2020,640000.0,721.0,468.0,253.0,165.04,497.74,58.22,3.14,7482.0,0.6490984743411928,0.3509015256588072,0.22890429958391123,0.6903467406380028,0.080748959778086
