省份,行政区划代码,年份,总人口,城镇人口,0-14岁,65岁及以上,平均家庭规模,土地调查总面积（平方公里）,人口密度（人/平方公里）,log1p人口密度,城镇化率,老龄人口占比,少儿人口占比
河北,130000,2020,7464.0,4484.0,1416.83,1045.02,2.97,188430.6114,396.1139829958648,5.984223350299584,0.6007502679528403,0.140008038585209,0.1898218113612004
河北,130000,2021,7448.0,4554.0,1431.53,1111.18,2.84,188430.6114,395.2648640612541,5.982082836314448,0.6114393125671321,0.1491917293233083,0.192203276047261
河北,130000,2022,7420.0,4575.0,1377.84,1160.32,2.85,188430.6114,393.7789059256855,5.978325876359072,0.616576819407008,0.15637735849056603,0.18569272237196766
河北,130000,2023,7393.0,4641.0,1316.75,1200.42,2.9,188430.6114,392.34601772353005,5.974689676721283,0.6277559853915866,0.16237251454078183,0.17810766941701608
河北,130000,2024,7378.0,4679.13,1251.7,1214.2,2.53,188430.6114,391.54996872233255,5.972663837966087,0.6342003252914069,0.16457034426673897,0.16965302249932232
河南,410000,2015,9701.0,4561.0,2025.55,915.02,3.41,165536.4193,586.0341815427923,6.375083049040396,0.47015771569941245,0.09432223482115246,0.2087980620554582
河南,410000,2016,9778.0,4770.0,2032.62,985.23,3.48,165536.4193,590.6857259174749,6.382975625540852,0.4878298220494989,0.10075986909388424,0.20787686643485373
河南,410000,2017,9829.0,4970.0,2049.78,1065.81,3.34,165536.4193,593.766618944862,6.388169091533091,0.505646556109472,0.10843524264930307,0.20854410418150374
河南,410000,2018,9864.0,5153.0,2101.33,1090.47,3.41,165536.4193,595.8809572969903,6.391717691996898,0.522404703974047,0.11055048661800487,0.2130302108678021
河南,410000,2019,9901.0,5348.0,2085.23,1148.66,3.31,165536.4193,598.1161149835261,6.395455427381974,0.5401474598525402,0.11601454398545602,0.21060801939198062
河南,410000,2020,9941.0,5510.0,2139.5,1265.62,3.15,165536.4193,600.5325016716729,6.399480568321801,0.5542701941454582,0.12731314757066692,0.21521979680112666
河南,410000,2021,9883.0,5579.0,2193.77,1382.58,2.99,165536.4193,597.0287409738601,6.393638814624897,0.5645047050490741,0.13989476879490031,0.2219740969341293
河南,410000,2022,9872.0,5633.0,2100.58,1436.38,2.96,165536.4193,596.3642346346197,6.392527035617915,0.5706037277147488,0.14550040518638574,0.2127816045380875
河南,410000,2023,9815.0,5701.0,1995.69,1461.49,3.0,165536.4193,592.9208836040106,6.386746117905884,0.5808456444218033,0.14890371879775854,0.2033306164034641
河南,410000,2024,9785.0,5794.68,1894.59,1471.29,2.67,165536.4193,591.1085935879005,6.383690053176539,0.5922003065917221,0.15036177823198774,0.19362187020950433
浙江,330000,2015,5985.0,3969.0,747.26,636.61,2.61,105390.9451,567.8855991206023,6.343679357884797,0.6631578947368421,0.10636758563074353,0.12485547201336675
浙江,330000,2016,6072.0,4112.0,786.12,706.46,2.68,105390.9451,576.1405777544355,6.3580858724567,0.6772068511198946,0.1163471673254282,0.12946640316205535
浙江,330000,2017,6170.0,4252.0,751.02,770.03,2.62,105390.9451,585.4392893189835,6.374069149213016,0.6891410048622366,0.12480226904376013,0.12172123176661263
浙江,330000,2018,6273.0,4392.0,859.05,814.58,2.58,105390.9451,595.212424942947,6.3905970212531615,0.7001434720229556,0.1298549338434561,0.13694404591104734
浙江,330000,2019,6375.0,4563.0,832.32,894.6,2.55,105390.9451,604.8906757550275,6.406699566750219,0.715764705882353,0.1403294117647059,0.13056
浙江,330000,2020,6468.0,4668.0,849.36,910.61,2.53,105390.9451,613.7149632601596,6.421158685995349,0.7217068645640075,0.140786951144094,0.13131725417439705
浙江,330000,2021,6540.0,4752.0,866.39,926.63,2.51,105390.9451,620.5466697157458,6.432211000192232,0.726605504587156,0.14168654434250763,0.1324755351681957
浙江,330000,2022,6577.0,4826.0,851.79,980.76,2.52,105390.9451,624.0574077554221,6.437843497926902,0.7337691956819219,0.1491196594191881,0.1295104150828645
浙江,330000,2023,6627.0,4919.0,835.15,1021.48,2.61,105390.9451,628.8016483495792,6.445404925922278,0.7422664855892561,0.15413912781047232,0.1260223328806398
浙江,330000,2024,6670.0,5033.18,819.82,1048.24,2.35,105390.9451,632.8816952605542,6.451862336489777,0.7545997001499251,0.15715742128935534,0.12291154422788607
海南,460000,2015,945.0,518.9,183.61,75.31,3.69,35353.6896,267.29883378282534,5.592101410731209,0.5491005291005291,0.07969312169312169,0.1942962962962963
海南,460000,2016,957.0,542.62,188.97,78.93,3.78,35353.6896,270.69310468800404,5.60467313770763,0.5670010449320794,0.08247648902821317,0.19746081504702195
海南,460000,2017,972.0,564.15,192.62,79.63,3.58,35353.6896,274.9359433194775,5.620168749358049,0.5804012345679012,0.08192386831275719,0.1981687242798354
海南,460000,2018,982.0,580.66,188.36,80.59,3.59,35353.6896,277.76450240712643,5.630367347993644,0.5913034623217922,0.08206720977596742,0.19181262729124238
海南,460000,2019,995.0,590.73,194.11,92.69,3.62,35353.6896,281.44162922107006,5.643471907010882,0.5936984924623115,0.09315577889447237,0.19508542713567842
海南,460000,2020,1012.0,609.93,196.93,101.5,3.51,35353.6896,286.25017967007324,5.660353542211953,0.602697628458498,0.10029644268774704,0.19459486166007905
海南,460000,2021,1020.0,621.89,199.75,110.31,3.4,35353.6896,288.51302694019245,5.6682002940669625,0.6096960784313725,0.10814705882352942,0.19583333333333333
海南,460000,2022,1027.0,631.5,195.05,115.93,3.39,35353.6896,290.49301830154667,5.675016054565629,0.6148977604673808,0.11288218111002922,0.18992210321324246
海南,460000,2023,1043.0,651.46,190.61,121.95,3.45,35353.6896,295.018712841785,5.690422671385904,0.624602109300096,0.11692233940556089,0.182751677852349
海南,460000,2024,1048.0,661.08,186.47,124.19,3.21,35353.6896,296.43299238560945,5.695188963937696,0.6308015267175573,0.11850190839694656,0.1779293893129771
湖北,420000,2015,5850.0,3345.0,920.15,638.81,3.04,185888.4275,314.70490544657497,5.7548079337599045,0.5717948717948718,0.10919829059829059,0.1572905982905983
湖北,420000,2016,5885.0,3447.0,911.03,681.21,3.11,185888.4275,316.5877553082211,5.7607541748143385,0.5857264231096007,0.1157536108751062,0.1548054375531011
湖北,420000,2017,5904.0,3535.0,933.91,722.18,3.02,185888.4275,317.6098738045433,5.763967388221541,0.5987466124661247,0.12232046070460703,0.15818258807588076
湖北,420000,2018,5917.0,3609.0,908.32,739.17,3.0,185888.4275,318.30921803886906,5.766159968827568,0.6099374683116444,0.12492310292377894,0.15351022477606896
湖北,420000,2019,5927.0,3665.0,923.11,774.7,2.94,185888.4275,318.84717514219653,5.767843304036594,0.6183566728530454,0.1307069343681458,0.155746583431753
湖北,420000,2020,5745.0,3613.0,924.9,836.96,2.97,185888.4275,309.0563558616364,5.736754074058881,0.6288946910356832,0.14568494342906876,0.16099216710182768
湖北,420000,2021,5830.0,3736.0,926.69,899.22,3.0,185888.4275,313.62899123991997,5.751394139079967,0.6408233276157804,0.1542401372212693,0.15895197255574614
湖北,420000,2022,5844.0,3779.0,899.44,952.16,2.9,185888.4275,314.38213118457844,5.753785018468016,0.6466461327857632,0.16292950034223133,0.15390828199863107
湖北,420000,2023,5838.0,3822.0,867.54,989.38,2.86,185888.4275,314.05935692258197,5.7527610557489135,0.6546762589928058,0.1694724220623501,0.1486022610483042
湖北,420000,2024,5834.0,3870.86,833.11,1008.96,2.6,185888.4275,313.84417408125097,5.75207783097207,0.6635001714089819,0.17294480630785053,0.1428025368529311
湖南,430000,2015,6615.0,3360.0,1207.88,753.24,3.21,211854.6875,312.2423241166189,5.746977089458771,0.5079365079365079,0.11386848072562358,0.1825971277399849
湖南,430000,2016,6625.0,3491.0,1205.81,787.72,3.24,211854.6875,312.7143457706122,5.748482845010467,0.5269433962264151,0.1189011320754717,0.1820090566037736
湖南,430000,2017,6633.0,3623.0,1220.94,807.32,3.21,211854.6875,313.09196309380695,5.749685819123348,0.5462083521785014,0.12171264887682799,0.18407055630936228
湖南,430000,2018,6635.0,3722.0,1292.93,828.47,3.29,211854.6875,313.1863674246056,5.749986336670823,0.560964581763376,0.1248636021100226,0.1948651092690279
湖南,430000,2019,6640.0,3815.0,1327.23,872.75,3.15,211854.6875,313.4223782516023,5.7507372356670885,0.5745481927710844,0.1314382530120482,0.1998840361445783
湖南,430000,2020,6645.0,3905.0,1288.19,948.5,3.05,211854.6875,313.658389078599,5.751487571237102,0.5876598946576373,0.14273890142964635,0.19385854025583146
湖南,430000,2021,6622.0,3954.0,1249.14,1024.25,2.95,211854.6875,312.57273927441423,5.748031356363628,0.5971005738447599,0.15467381455753548,0.18863485351857445
湖南,430000,2022,6604.0,3983.0,1199.36,1064.45,2.87,211854.6875,311.72310029722615,5.745318135407244,0.6031193216232587,0.16118261659600244,0.18161114476075105
湖南,430000,2023,6568.0,4017.0,1143.43,1081.32,2.85,211854.6875,310.02382234285,5.739869508418819,0.6116017052375152,0.16463459196102312,0.17409104750304508
湖南,430000,2024,6539.0,4058.76,1084.28,1090.89,2.39,211854.6875,308.6549595462692,5.735458643875438,0.6207004129071724,0.16682826120201869,0.16581740327267167
甘肃,620000,2015,2523.0,1116.18,479.95,180.91,3.28,404090.8732,62.43645098985621,4.15003863297889,0.4424019024970274,0.07170432025366627,0.19022988505747127
甘肃,620000,2016,2520.0,1160.96,496.8,182.04,3.36,404090.8732,62.362210263352225,4.148867631104679,0.4606984126984127,0.07223809523809524,0.19714285714285715
甘肃,620000,2017,2522.0,1213.59,505.5,199.24,3.36,404090.8732,62.41170408102155,4.149648451361589,0.48120142743854083,0.07900079302141158,0.20043616177636797
甘肃,620000,2018,2515.0,1249.7,491.76,190.95,3.25,404090.8732,62.23847571917891,4.146912908938498,0.49689860834990063,0.07592445328031809,0.19553081510934392
甘肃,620000,2019,2509.0,1272.06,489.77,213.89,3.1,404090.8732,62.089994266170926,4.144562187499387,0.5069988043045037,0.08524910322837784,0.19520526106018332
甘肃,620000,2020,2501.0,1306.27,502.04,230.08,3.05,404090.8732,61.892018995493615,4.141419271641527,0.5222990803678529,0.09199520191923231,0.20073570571771293
甘肃,620000,2021,2490.0,1327.92,514.31,246.27,3.0,404090.8732,61.619802998312316,4.137081569906602,0.5333012048192771,0.09890361445783133,0.20655020080321282
甘肃,620000,2022,2492.0,1350.41,505.43,254.76,3.01,404090.8732,61.669296815981646,4.1378716437488965,0.5418980738362761,0.10223113964686999,0.20282102728731943
甘肃,620000,2023,2465.0,1367.83,488.27,257.73,3.03,404090.8732,61.001130277445725,4.127152615160305,0.5549006085192697,0.10455578093306289,0.1980811359026369
甘肃,620000,2024,2458.0,1396.88,476.07,259.97,2.77,404090.8732,60.82790191560308,4.124354749881411,0.568299430431245,0.10576484947111474,0.19368185516680228
福建,350000,2015,3984.0,2518.68,714.37,349.43,2.87,124057.9669,321.1401975667876,5.774986846957147,0.6321987951807229,0.08770833333333333,0.1793097389558233
福建,350000,2016,4016.0,2585.9,734.59,399.56,3.05,124057.9669,323.71963690467345,5.7829621543502725,0.6438994023904383,0.09949203187250996,0.18291583665338645
福建,350000,2017,4065.0,2673.96,751.4,387.23,3.03,124057.9669,327.66940339081117,5.795052392646748,0.65780073800738,0.09525953259532596,0.18484624846248462
福建,350000,2018,4104.0,2748.86,686.18,389.32,2.94,124057.9669,330.81309508385954,5.804571843776404,0.6698001949317739,0.0948635477582846,0.16719785575048732
福建,350000,2019,4137.0,2807.78,697.96,413.61,2.84,124057.9669,333.4731419010543,5.812556583074215,0.6786995407299976,0.09997824510514866,0.16871162678269278
福建,350000,2020,4161.0,2860.69,744.54,448.34,2.86,124057.9669,335.4077214044687,5.818323880880764,0.6875006008171113,0.10774813746695505,0.1789329488103821
福建,350000,2021,4187.0,2918.34,791.12,483.08,2.87,124057.9669,337.50351586650095,5.824534478905482,0.6970002388344877,0.11537616431812753,0.1889467399092429
福建,350000,2022,4188.0,2936.21,769.65,510.66,2.83,124057.9669,337.58412334580987,5.8247725794851455,0.7011007640878701,0.12193409742120344,0.1837750716332378
福建,350000,2023,4183.0,2971.6,745.41,528.12,2.89,124057.9669,337.1810859492652,5.823581509262692,0.7103992349988046,0.12625388477169497,0.17819985656227588
福建,350000,2024,4193.0,3010.57,721.39,543.13,2.62,124057.9669,337.98716074235455,5.825962232746857,0.7179990460290961,0.12953255425709514,0.17204626758883854
西藏,540000,2015,330.0,95.0,49.45,35.51,3.15,1202071.5077,2.7452609756254023,1.3204913009565251,0.2878787878787879,0.1076060606060606,0.14984848484848487
西藏,540000,2016,340.0,107.0,50.44,36.52,3.23,1202071.5077,2.8284507021595053,1.342460204946282,0.31470588235294117,0.10741176470588236,0.14835294117647058
西藏,540000,2017,349.0,116.0,54.56,38.72,3.09,1202071.5077,2.903321456040198,1.3618278460778428,0.332378223495702,0.11094555873925502,0.15633237822349572
西藏,540000,2018,354.0,120.0,50.89,39.51,2.98,1202071.5077,2.9449163193072496,1.3724277422369318,0.3389830508474576,0.11161016949152541,0.14375706214689266
西藏,540000,2019,361.0,125.0,52.53,43.48,2.98,1202071.5077,3.0031491278811218,1.3870813333462806,0.3462603878116344,0.12044321329639888,0.14551246537396123
西藏,540000,2020,366.0,131.0,57.64,47.35,2.84,1202071.5077,3.0447439911481733,1.3974182583093193,0.35792349726775957,0.12937158469945356,0.1574863387978142
西藏,540000,2021,366.0,134.0,62.75,51.22,2.69,1202071.5077,3.0447439911481733,1.3974182583093193,0.366120218579235,0.13994535519125684,0.17144808743169399
西藏,540000,2022,364.0,136.0,61.14,53.43,2.69,1202071.5077,3.0281060458413527,1.3932963016799091,0.37362637362637363,0.1467857142857143,0.16796703296703297
西藏,540000,2023,365.0,142.0,59.87,55.59,2.69,1202071.5077,3.036425018494763,1.3953594038089174,0.38904109589041097,0.1523013698630137,0.16402739726027396
西藏,540000,2024,370.0,146.82,59.16,58.02,2.35,1202071.5077,3.0780198817618145,1.4056115475111033,0.39681081081081077,0.15681081081081083,0.15989189189189187
贵州,520000,2015,3708.0,1593.0,824.81,350.38,3.21,176152.4661,210.49946572391474,5.3542224723550795,0.42961165048543687,0.09449298813376483,0.22244066882416397
贵州,520000,2016,3758.0,1712.0,837.03,361.64,3.33,176152.4661,213.33791590897292,5.367553815942688,0.4555614688664183,0.09623203831825439,0.22273283661522086
贵州,520000,2017,3803.0,1816.0,809.72,378.3,3.4,176152.4661,215.89252107552528,5.379401936258748,0.4775177491454115,0.0994740993952143,0.2129161188535367
贵州,520000,2018,3822.0,1893.0,850.02,433.46,3.26,176152.4661,216.97113214584738,5.384362632671284,0.49529042386185246,0.11341182626896912,0.22240188383045525
贵州,520000,2019,3848.0,1981.0,856.12,445.58,3.17,176152.4661,218.44712624207764,5.391111320774303,0.5148128898128899,0.11579521829521829,0.22248440748440748
贵州,520000,2020,3858.0,2051.0,881.08,449.35,3.1,176152.4661,219.01481627908927,5.393694890807806,0.5316226023846553,0.11647226542249871,0.22837739761534476
贵州,520000,2021,3852.0,2093.0,906.04,453.12,3.03,176152.4661,218.6742022568823,5.392145549905561,0.5433541017653167,0.11763239875389409,0.23521287642782968
贵州,520000,2022,3856.0,2114.0,889.52,467.5,3.11,176152.4661,218.90127827168695,5.393178710511928,0.5482365145228216,0.1212396265560166,0.23068464730290456
贵州,520000,2023,3865.0,2162.0,869.45,495.36,3.21,176152.4661,219.41219930499742,5.39549942649559,0.559379042690815,0.12816558861578267,0.22495472186287194
贵州,520000,2024,3860.0,2186.69,845.19,498.08,2.83,176152.4661,219.1283542864916,5.394210804799041,0.5665,0.1290362694300518,0.21896113989637306
辽宁,210000,2015,4338.0,2952.0,453.74,551.11,2.69,148063.7073,292.9819926236576,5.683518515883454,0.6804979253112033,0.12704241585984324,0.10459658828953435
辽宁,210000,2016,4327.0,2980.0,460.22,572.21,2.74,148063.7073,292.2390691753265,5.680988212074419,0.6886988675756875,0.13224173792465913,0.10636006470996072
辽宁,210000,2017,4312.0,2996.0,437.56,606.9,2.65,148063.7073,291.22599174578414,5.677527447262681,0.6948051948051948,0.14074675324675323,0.10147495361781077
辽宁,210000,2018,4291.0,3015.0,435.54,642.6,2.55,148063.7073,289.8076833444248,5.672662166714812,0.7026334187835004,0.1497553017944535,0.10150081566068515
辽宁,210000,2019,4277.0,3046.0,436.05,681.05,2.54,148063.7073,288.86214441018524,5.669405445856376,0.7121814355856909,0.15923544540565815,0.10195230301613281
辽宁,210000,2020,4255.0,3070.0,445.77,738.15,2.46,148063.7073,287.37629751352307,5.664266215880494,0.7215041128084606,0.17347826086956522,0.1047638072855464
辽宁,210000,2021,4229.0,3079.0,455.49,795.24,2.37,148063.7073,285.6202966356496,5.658158331573391,0.7280681012059589,0.1880444549538898,0.10770631354930243
辽宁,210000,2022,4197.0,3064.0,437.17,840.06,2.38,148063.7073,283.4590647859592,5.65058935845461,0.7300452704312604,0.20015725518227304,0.10416249702168216
辽宁,210000,2023,4182.0,3074.0,423.18,880.64,2.39,148063.7073,282.4459873564168,5.647021584227763,0.7350549976087997,0.21057867049258727,0.10119081779053085
辽宁,210000,2024,4155.0,3082.18,409.07,910.05,2.2,148063.7073,280.6224479832405,5.640567336956323,0.7418002406738868,0.21902527075812273,0.09845246690734055
重庆,500000,2015,3070.0,1887.0,472.4,432.09,2.74,82268.65,373.1676647179697,5.924703998342434,0.614657980456026,0.1407459283387622,0.15387622149837132
重庆,500000,2016,3110.0,1970.0,480.49,434.38,2.75,82268.65,378.02978412797586,5.937614788084347,0.6334405144694534,0.13967202572347268,0.1544983922829582
重庆,500000,2017,3144.0,2044.0,515.44,448.93,2.78,82268.65,382.1625856264811,5.948459404655825,0.6501272264631043,0.14278944020356235,0.16394402035623412
重庆,500000,2018,3163.0,2107.0,535.51,457.71,2.9,82268.65,384.472092346234,5.9544687969878725,0.6661397407524502,0.14470755611760985,0.16930445779323428
重庆,500000,2019,3188.0,2175.0,534.94,489.29,2.82,82268.65,387.5109169774878,5.962321269741049,0.6822459222082811,0.15347867001254706,0.16779799247176916
重庆,500000,2020,3209.0,2229.0,512.76,529.83,2.73,82268.65,390.063529667741,5.968870026755573,0.69460891243378,0.16510751012776567,0.15978809598005608
重庆,500000,2021,3212.0,2259.0,490.58,570.36,2.63,82268.65,390.42818862349145,5.969802072357142,0.7033001245330013,0.17757160647571607,0.152733499377335
重庆,500000,2022,3213.0,2280.0,468.08,588.05,2.6,82268.65,390.5497416087416,5.970112561277795,0.7096171802054155,0.18302209772798006,0.14568316215375038
重庆,500000,2023,3191.0,2287.0,446.08,603.35,2.63,82268.65,387.8755759332383,5.963259436240782,0.716703227828267,0.18907865872767157,0.13979316828580382
重庆,500000,2024,3190.0,2301.27,429.59,601.87,2.5,82268.65,387.7540229479881,5.962946811859162,0.7214012539184953,0.18867398119122258,0.13466771159874608
陕西,610000,2015,3846.0,2105.0,641.81,363.78,3.4,205794.5987,186.88537135061358,5.235832050012497,0.547321892875715,0.09458658346333852,0.1668772750910036
陕西,610000,2016,3874.0,2185.0,657.13,385.68,3.45,205794.5987,188.2459512772431,5.243047498573485,0.5640165203923593,0.09955601445534332,0.16962570986060918
陕西,610000,2017,3904.0,2267.0,684.99,403.18,3.35,205794.5987,189.7037154843462,5.250720995816397,0.5806864754098361,0.10327356557377049,0.17545850409836067
陕西,610000,2018,3931.0,2345.0,691.48,444.85,3.43,205794.5987,191.01570327073895,5.257577156551768,0.5965403205291274,0.11316458916306284,0.17590435003815824
陕西,610000,2019,3944.0,2417.0,674.51,454.15,3.35,205794.5987,191.64740109381694,5.260861580681753,0.6128296146044625,0.11514959432048681,0.17102180527383368
陕西,610000,2020,3955.0,2478.0,716.04,484.92,3.18,205794.5987,192.1819146364214,5.263632307854438,0.6265486725663717,0.12260935524652339,0.18104677623261692
陕西,610000,2021,3954.0,2516.0,757.57,515.69,3.0,205794.5987,192.13332249618463,5.263380740554874,0.6363176530096105,0.13042235710672737,0.1915958523014669
陕西,610000,2022,3956.0,2532.0,740.4,531.36,2.97,205794.5987,192.2305067766582,5.263883811883813,0.6400404448938322,0.13431749241658242,0.1871587462082912
陕西,610000,2023,3952.0,2575.0,727.67,539.32,3.03,205794.5987,192.0361382157111,5.262877416017786,0.6515688259109311,0.1364676113360324,0.18412702429149796
陕西,610000,2024,3953.0,2614.51,708.88,538.89,2.78,205794.5987,192.08473035594787,5.263129109953279,0.6613989375158108,0.13632431065013914,0.1793270933468252
青海,630000,2015,577.0,298.0,112.54,42.17,3.19,717480.5229,8.04203015390315,2.201883723737805,0.5164644714038128,0.07308492201039862,0.19504332755632584
青海,630000,2016,582.0,312.0,111.45,45.31,3.17,717480.5229,8.111718456796593,2.2095613275986707,0.5360824742268041,0.07785223367697595,0.19149484536082476
青海,630000,2017,586.0,325.0,107.68,49.57,3.11,717480.5229,8.167469099111345,2.2156612502580555,0.5546075085324232,0.08459044368600682,0.1837542662116041
青海,630000,2018,587.0,336.0,117.76,52.78,3.17,717480.5229,8.181406759690034,2.2171804346883746,0.5724020442930153,0.08991482112436117,0.20061328790459967
青海,630000,2019,590.0,347.0,122.29,56.08,3.07,717480.5229,8.2232197414261,2.2217241893439463,0.588135593220339,0.09505084745762711,0.207271186440678
青海,630000,2020,593.0,356.0,120.63,57.9,2.93,717480.5229,8.265032723162165,2.2262473916428145,0.6003372681281619,0.09763912310286678,0.20342327150084316
青海,630000,2021,594.0,362.0,118.97,59.72,2.78,717480.5229,8.278970383740852,2.227750590614774,0.6094276094276094,0.10053872053872054,0.2002861952861953
青海,630000,2022,595.0,366.0,116.59,62.04,2.85,717480.5229,8.29290804431954,2.229251533370702,0.6151260504201681,0.1042689075630252,0.19594957983193279
青海,630000,2023,594.0,373.0,114.08,62.38,2.97,717480.5229,8.278970383740852,2.227750590614774,0.6279461279461279,0.10501683501683502,0.19205387205387206
青海,630000,2024,593.0,378.69,112.53,63.1,2.72,717480.5229,8.265032723162165,2.2262473916428145,0.6386003372681281,0.10640809443507589,0.1897639123102867
黑龙江,230000,2015,3529.0,2134.0,383.07,376.15,2.71,452645.0167,77.96396447105744,4.368991602464835,0.6047038821195806,0.10658826863134031,0.1085491640691414
黑龙江,230000,2016,3463.0,2116.0,348.1,413.42,2.75,452645.0167,76.50586822421987,4.350353652514952,0.6110308980652613,0.11938203869477332,0.10051978053710656
黑龙江,230000,2017,3399.0,2104.0,338.04,412.56,2.61,452645.0167,75.09195671213494,4.331942565617216,0.6190055898793763,0.12137687555163283,0.09945278022947926
黑龙江,230000,2018,3327.0,2111.0,351.24,406.35,2.59,452645.0167,73.50130626103942,4.310816658937028,0.6345055605650737,0.1221370604147881,0.10557258791704238
黑龙江,230000,2019,3255.0,2103.0,324.64,448.52,2.47,452645.0167,71.91065580994389,4.289234798565212,0.6460829493087558,0.13779416282642087,0.0997357910906298
黑龙江,230000,2020,3171.0,2080.0,315.08,486.41,2.4,452645.0167,70.05489695033243,4.263452774762461,0.6559444970040996,0.1533932513402712,0.09936297697887102
黑龙江,230000,2021,3125.0,2053.0,305.53,524.3,2.32,452645.0167,69.0386480510214,4.249047204704533,0.65696,0.16777599999999998,0.0977696
黑龙江,230000,2022,3099.0,2052.0,287.11,552.26,2.22,452645.0167,68.46424649923689,4.240812181341776,0.6621490803484995,0.17820587286221362,0.09264601484349791
黑龙江,230000,2023,3062.0,2055.0,270.01,576.01,2.28,452645.0167,67.6468289063128,4.228974938959365,0.6711299804049641,0.18811561071195296,0.08818092749836708
黑龙江,230000,2024,3029.0,2061.23,254.0,587.96,2.03,452645.0167,66.91778078289401,4.218297867483626,0.6804985143611754,0.19411026741498846,0.08385605810498514
