省份,year,exponential_decline,local_trend,robust_linear,median_robust_trend,indicator,indicator_code,forecast_method
山东,2032,77.69036951618222,58.75531012037633,39.94999999999996,58.75531012037633,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2033,76.61066961144911,56.36156670352364,32.59374999999996,56.36156670352364,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2034,75.70882844376197,54.302947365030334,25.237499999999955,54.302947365030334,口粮,grain_raw,median_of_robust_provincial_trend_models
山东,2035,74.95554738096854,52.53253473392609,17.88124999999995,52.53253473392609,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2025,111.41267699399424,108.8,108.8,108.8,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2026,106.91280656782699,101.92,100.8,101.92,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2027,103.15419884563894,96.00319999999999,92.8,96.00319999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2028,100.01474577891491,90.914752,84.8,90.914752,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2029,97.39245415215655,86.53868672,76.8,86.53868672,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2030,95.20213207069207,82.7752705792,68.8,82.7752705792,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2031,93.37262128264848,79.538732698112,60.8,79.538732698112,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2032,91.8444854199401,76.75531012037632,52.8,76.75531012037632,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2033,90.56807905483052,74.36156670352364,44.8,74.36156670352364,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2034,89.50193484039876,72.30294736503033,36.8,72.30294736503033,口粮,grain_raw,median_of_robust_provincial_trend_models
山西,2035,88.61141633701543,70.5325347339261,28.799999999999997,70.5325347339261,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2025,101.84801244957094,100.7,101.55833333333334,101.55833333333334,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2026,98.42323950887544,96.31400000000001,97.31666666666666,97.31666666666666,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2027,95.45534815151355,92.54204000000001,93.075,93.075,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2028,92.88338812332124,89.29815440000002,88.83333333333334,89.29815440000002,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2029,90.65454023432747,86.50841278400003,84.59166666666668,86.50841278400003,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2030,88.72303163473092,84.10923499424003,80.35000000000002,84.10923499424003,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2031,87.04919579840578,82.04594209504643,76.10833333333335,82.04594209504643,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2032,85.59865790923898,80.27151020173994,71.86666666666669,80.27151020173994,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2033,84.34162892094355,78.74549877349635,67.62500000000003,78.74549877349635,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2034,83.2522937927707,77.43312894520687,63.38333333333336,77.43312894520687,口粮,grain_raw,median_of_robust_provincial_trend_models
广东,2035,82.30828133759219,76.30449089287791,59.141666666666694,76.30449089287791,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2025,113.22504074646504,110.7,111.15714285714286,111.15714285714286,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2026,108.65197037329679,103.82000000000001,103.61428571428573,103.82000000000001,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2027,104.83222091590193,97.9032,96.07142857142858,97.9032,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2028,101.64169797908562,92.814752,88.52857142857144,92.814752,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2029,98.97674921113855,88.43868672,80.98571428571431,88.43868672,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2030,96.7507968903352,84.6752705792,73.44285714285716,84.6752705792,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2031,94.89152522474637,81.438732698112,65.90000000000003,81.438732698112,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2032,93.338530987559,78.65531012037633,58.35714285714289,78.65531012037633,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2033,92.04136116274302,76.26156670352364,50.814285714285745,76.26156670352364,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2034,90.95787384893265,74.20294736503034,43.271428571428615,74.20294736503034,口粮,grain_raw,median_of_robust_provincial_trend_models
广西,2035,90.05286917126483,72.4325347339261,35.72857142857147,72.4325347339261,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2025,120.10807637087905,119.83333333333333,119.83333333333333,119.83333333333333,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2026,116.42104366557095,115.99199999999999,115.36666666666666,115.99199999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2027,113.17809093724028,112.68845333333333,110.89999999999999,112.68845333333333,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2028,110.32573153640105,109.84740319999999,106.43333333333332,109.84740319999999,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2029,107.81692094521367,107.40410008533333,101.96666666666665,107.40410008533333,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2030,105.61028086311109,105.30285940671999,97.49999999999999,105.30285940671999,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2031,103.6694167464473,103.49579242311253,93.03333333333332,103.49579242311253,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2032,101.96231754621712,101.94171481721011,88.56666666666665,101.94171481721011,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2033,100.46082774360498,100.60520807613402,84.09999999999998,100.46082774360498,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2034,99.14018297554216,99.4558122788086,79.63333333333331,99.14018297554216,口粮,grain_raw,median_of_robust_provincial_trend_models
新疆,2035,97.97860159125469,98.46733189310872,75.16666666666664,97.97860159125469,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2025,130.39229360580964,130.36666666666667,131.14658333333335,130.39229360580964,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2026,129.50699856234425,129.56400000000002,130.9931666666667,129.56400000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2027,128.64356153138294,128.8737066666667,130.83975,128.8737066666667,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2028,127.80144283667403,128.28005440000004,130.68633333333335,128.28005440000004,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2029,126.98011612662008,127.7695134506667,130.5329166666667,127.7695134506667,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2030,126.17906804529083,127.33044823424004,130.37950000000004,127.33044823424004,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2031,125.39779791155915,126.95285214811311,130.22608333333338,126.95285214811311,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2032,124.63581740615894,126.62811951404395,130.0726666666667,126.62811951404395,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2033,123.89265026646974,126.34884944874446,129.91925000000003,126.34884944874446,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2034,123.16783198883714,126.10867719258691,129.76583333333338,126.10867719258691,口粮,grain_raw,median_of_robust_provincial_trend_models
江苏,2035,122.46090953824275,125.90212905229143,129.61241666666672,125.90212905229143,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2025,136.59499439674636,135.2,135.78214285714284,135.78214285714284,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2026,131.07802997014406,128.32,128.3642857142857,128.3642857142857,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2027,126.46987392718748,122.4032,120.94642857142854,122.4032,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2028,122.62081845497102,117.314752,113.52857142857138,117.314752,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2029,119.40581707695905,112.93868671999999,106.11071428571424,112.93868671999999,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2030,116.72042219625946,109.1752705792,98.6928571428571,109.1752705792,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2031,114.47739184653477,105.938732698112,91.27499999999995,105.938732698112,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2032,112.60385541211834,103.15531012037633,83.85714285714279,103.15531012037633,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2033,111.0389462384566,100.76156670352364,76.43928571428565,100.76156670352364,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2034,109.73182422213272,98.70294736503033,69.02142857142849,98.70294736503033,口粮,grain_raw,median_of_robust_provincial_trend_models
江西,2035,108.64002413921754,96.93253473392608,61.60357142857134,96.93253473392608,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2025,140.50588459944652,139.3,139.3,139.3,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2026,134.83096239247362,132.42000000000002,131.3,132.42000000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2027,130.09086892091284,126.50320000000002,123.30000000000001,126.50320000000002,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2028,126.13161004481307,121.41475200000002,115.30000000000001,121.41475200000002,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2029,122.82455904634128,117.03868672000002,107.30000000000001,117.03868672000002,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2030,120.06227785969988,113.27527057920003,99.30000000000001,113.27527057920003,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2031,117.75502666895653,110.03873269811203,91.30000000000001,110.03873269811203,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2032,115.82784847908543,107.25531012037635,83.30000000000001,107.25531012037635,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2033,114.21813394500461,104.86156670352366,75.30000000000001,104.86156670352366,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2034,112.87358734581112,102.80294736503035,67.30000000000001,102.80294736503035,口粮,grain_raw,median_of_robust_provincial_trend_models
河北,2035,111.75052762365047,101.0325347339261,59.30000000000001,101.0325347339261,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2025,140.0709387634695,137.7,140.0275,140.0275,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2026,138.3260782972747,134.08799999999997,138.15499999999997,138.15499999999997,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2027,136.66154242188512,130.98167999999995,136.28249999999997,136.28249999999997,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2028,135.07363339755986,128.31024479999996,134.40999999999997,134.40999999999997,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2029,133.5588237098784,126.01281052799995,132.53749999999997,132.53749999999997,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2030,132.11374823342362,124.03701705407994,130.66499999999994,130.66499999999994,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2031,130.73519675620986,122.33783466650873,128.79249999999993,128.79249999999993,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2032,129.42010684824845,120.8765378131975,126.91999999999993,126.91999999999993,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2033,128.16555705840855,119.61982251934982,125.04749999999991,125.04749999999991,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2034,126.96876042446047,118.53904736664083,123.1749999999999,123.1749999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
河南,2035,125.82705828188371,117.60958073531111,121.3024999999999,121.3024999999999,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2025,123.10612908089453,120.63333333333334,122.65625,122.65625,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2026,118.5208697096482,113.86800000000001,116.8125,116.8125,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2027,114.62300047678767,108.04981333333333,110.96875,110.96875,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2028,111.30947264197057,103.04617280000001,105.125,105.125,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2029,108.49268581404247,98.74304194133335,99.28125,99.28125,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2030,106.09817204215886,95.04234940288,93.43750000000001,95.04234940288,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2031,104.06262709183058,91.85975381981015,87.59375000000001,91.85975381981015,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2032,102.33223685834798,89.12272161837006,81.75000000000001,89.12272161837006,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2033,100.86125467264432,86.7688739251316,75.90625000000001,86.7688739251316,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2034,99.6107918875518,84.7445649089465,70.06250000000001,84.7445649089465,口粮,grain_raw,median_of_robust_provincial_trend_models
浙江,2035,98.54778977093994,83.00365915502734,64.21875000000001,83.00365915502734,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2025,96.87213138349526,95.5,96.65762152777778,96.65762152777778,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2026,93.93899863556469,91.458,93.11524305555557,93.11524305555557,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2027,91.3537800742566,87.98188,89.57286458333334,89.57286458333334,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2028,89.07520778173178,84.99241680000002,86.03048611111112,86.03048611111112,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2029,87.06690884331054,82.42147844800002,82.48810763888889,82.48810763888889,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2030,85.29682472559546,80.21047146528002,78.94572916666667,80.21047146528002,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2031,83.73669952518568,78.30900546014081,75.40335069444446,78.30900546014081,口粮,grain_raw,median_of_robust_provincial_trend_models
海南,2032,82.36162891888276,76.6737446957211,71.86097222222223,76.6737446957211,口粮,grain_raw,median_of_robust_provincial_trend_models
